date,code,open,high,low,close,volume,amount,adjustflag
2016-01-15,sz.000001,8.2549121200,8.3633256000,8.0690604400,8.1000357200,44820214,474908144.0000,2
2016-01-18,sz.000001,8.0071098800,8.1774739200,7.9761346000,8.0613166200,42104088,439917824.0000,2
2016-01-19,sz.000001,8.0922919000,8.3478379600,8.0613166200,8.2936312200,50110908,532074704.0000,2
2016-01-20,sz.000001,8.2858874000,8.3633256000,8.0845480800,8.1619862800,60375250,640968944.0000,2
2016-01-21,sz.000001,8.1155233600,8.3246065000,7.9916222400,7.9916222400,60614511,638127872.0000,2
2016-01-22,sz.000001,8.0535728000,8.0922919000,7.9141840400,8.0535728000,46675214,482984448.0000,2
2016-01-25,sz.000001,8.0535728000,8.0845480800,7.9993660600,8.0303413400,37643172,390734880.0000,2
2016-01-26,sz.000001,7.9916222400,7.9916222400,7.6354065200,7.6431503400,64790114,653561600.0000,2
2016-01-27,sz.000001,7.6896132600,7.7283323600,7.4340672000,7.6508941600,56903705,558510640.0000,2
2016-01-28,sz.000001,7.6044312400,7.6586379800,7.4727863000,7.5037615800,30254078,296055312.0000,2
2016-01-29,sz.000001,7.5424806800,7.8057705600,7.5037615800,7.7438200000,54443576,540544464.0000,2
2016-02-01,sz.000001,7.7283323600,7.7515638200,7.5424806800,7.5889436000,41773214,412635648.0000,2
2016-02-02,sz.000001,7.5889436000,7.7670514600,7.5734559600,7.7051009000,36910416,367360496.0000,2
2016-02-03,sz.000001,7.6276627000,7.6586379800,7.5657121400,7.6276627000,27457217,269997840.0000,2
2016-02-04,sz.000001,7.6586379800,7.7438200000,7.6508941600,7.7051009000,37309947,370586192.0000,2
2016-02-05,sz.000001,7.7128447200,7.7205885400,7.6741256200,7.6818694400,27089334,269184384.0000,2
2016-02-15,sz.000001,7.4805301200,7.6276627000,7.4727863000,7.5811997800,27849946,271173376.0000,2
2016-02-16,sz.000001,7.6199188800,7.7670514600,7.6121750600,7.7515638200,42838638,427507776.0000,2
2016-02-17,sz.000001,7.7670514600,7.9141840400,7.7360761800,7.8599773000,58516706,590538912.0000,2
2016-02-18,sz.000001,7.8832087600,7.9141840400,7.8135143800,7.8135143800,40617824,412337568.0000,2
2016-02-19,sz.000001,7.8135143800,7.8522334800,7.7360761800,7.7747952800,31889825,320939648.0000,2
2016-02-22,sz.000001,7.8444896600,7.9838784200,7.7902829200,7.9683907800,61773945,630251520.0000,2
2016-02-23,sz.000001,7.9683907800,7.9683907800,7.7825391000,7.8367458400,42587437,432315312.0000,2
2016-02-24,sz.000001,7.7902829200,7.8599773000,7.7515638200,7.8599773000,30010360,302498032.0000,2
2016-02-25,sz.000001,7.8367458400,7.8444896600,7.4340672000,7.4882739400,62207284,615004736.0000,2
2016-02-26,sz.000001,7.5657121400,7.6121750600,7.4805301200,7.5811997800,39215441,382634656.0000,2
2016-02-29,sz.000001,7.5811997800,7.5966874200,7.2946784400,7.4030919200,56689639,542183968.0000,2
2016-03-01,sz.000001,7.4495548400,7.5657121400,7.4185795600,7.5115054000,37791080,365149008.0000,2
2016-03-02,sz.000001,7.5502245000,7.8444896600,7.5269930400,7.8212582000,67661373,673626224.0000,2
2016-03-03,sz.000001,7.8135143800,7.8832087600,7.7747952800,7.8290020200,55308940,559045200.0000,2
2016-03-04,sz.000001,7.8135143800,8.1310110000,7.7980267400,8.0535728000,138124907,1429273056.0000,2
2016-03-07,sz.000001,8.0148537000,8.1232671800,7.9761346000,8.0071098800,60635297,630155600.0000,2
2016-03-08,sz.000001,8.0225975200,8.0225975200,7.6973570800,7.9606469600,64315646,650471600.0000,2
2016-03-09,sz.000001,7.8522334800,7.9141840400,7.7747952800,7.8754649400,32590065,330124896.0000,2
2016-03-10,sz.000001,7.9296716800,8.0148537000,7.8444896600,7.8599773000,47402030,486414240.0000,2
2016-03-11,sz.000001,7.8212582000,7.9141840400,7.7747952800,7.8677211200,38373672,389638928.0000,2
2016-03-14,sz.000001,7.9064402200,8.1000357200,7.9064402200,7.9451593200,65515822,679161312.0000,2
2016-03-15,sz.000001,7.9606469600,8.0225975200,7.8677211200,7.9916222400,41792037,428786688.0000,2
2016-03-16,sz.000001,7.9529031400,8.0922919000,7.9374155000,8.0148537000,66488620,690087712.0000,2
2016-03-17,sz.000001,8.0225975200,8.1155233600,7.9761346000,8.0690604400,61099638,635181312.0000,2
2016-03-18,sz.000001,8.0690604400,8.1852177400,8.0535728000,8.1619862800,79721581,836565552.0000,2
2016-03-21,sz.000001,8.1697301000,8.4097885200,8.1697301000,8.3633256000,92043281,987764464.0000,2
2016-03-22,sz.000001,8.3400941400,8.4717390800,8.2781435800,8.3013750400,62548248,675406608.0000,2
2016-03-23,sz.000001,8.2936312200,8.3400941400,8.2161930200,8.2858874000,43027816,458963280.0000,2
2016-03-24,sz.000001,8.2161930200,8.2316806600,8.1310110000,8.1464986400,37240624,393411552.0000,2
2016-03-25,sz.000001,8.1387548200,8.2084492000,8.1310110000,8.2007053800,23707049,250338489.0000,2
2016-03-28,sz.000001,8.2239368400,8.2471683000,8.0922919000,8.1155233600,35862101,378973328.0000,2
2016-03-29,sz.000001,8.1387548200,8.1464986400,8.0380851600,8.0768042600,31831787,332422400.0000,2
2016-03-30,sz.000001,8.1155233600,8.2858874000,8.1077795400,8.2858874000,53969998,572627424.0000,2
2016-03-31,sz.000001,8.2936312200,8.3246065000,8.2394244800,8.2394244800,41838792,447266288.0000,2
2016-04-01,sz.000001,8.2239368400,8.2781435800,8.1310110000,8.2549121200,36934188,391830400.0000,2
2016-04-05,sz.000001,8.2239368400,8.3710694200,8.1310110000,8.2858874000,59230864,632378864.0000,2
2016-04-06,sz.000001,8.2703997600,8.3246065000,8.2161930200,8.3013750400,43525954,464962432.0000,2
2016-04-07,sz.000001,8.3013750400,8.3091188600,8.2007053800,8.2007053800,37771959,401949056.0000,2
2016-04-08,sz.000001,8.1697301000,8.2626559400,8.1310110000,8.1852177400,37655386,397998240.0000,2
2016-04-11,sz.000001,8.2084492000,8.3633256000,8.2084492000,8.3013750400,78638602,840486352.0000,2
2016-04-12,sz.000001,8.2858874000,8.2936312200,8.2239368400,8.2626559400,29859954,318538000.0000,2
2016-04-13,sz.000001,8.3091188600,8.4949705400,8.2936312200,8.3710694200,85676036,929858592.0000,2
2016-04-14,sz.000001,8.4252761600,8.4407638000,8.3555817800,8.3943008800,32364630,350702736.0000,2
2016-04-15,sz.000001,8.3943008800,8.4717390800,8.3633256000,8.4252761600,49722404,541052864.0000,2
2016-04-18,sz.000001,8.3788132400,8.4020447000,8.3091188600,8.3091188600,35065401,377791440.0000,2
2016-04-19,sz.000001,8.3400941400,8.3710694200,8.2936312200,8.3400941400,21823994,234479844.0000,2
2016-04-20,sz.000001,8.3400941400,8.3478379600,8.0225975200,8.1464986400,60658625,640149680.0000,2
2016-04-21,sz.000001,8.1464986400,8.2316806600,8.0922919000,8.1387548200,55879920,588731552.0000,2
2016-04-22,sz.000001,8.1000357200,8.2239368400,8.0613166200,8.1697301000,35967712,379176144.0000,2
2016-04-25,sz.000001,8.1774739200,8.1774739200,8.0690604400,8.1310110000,34925775,366533376.0000,2
2016-04-26,sz.000001,8.1155233600,8.2084492000,8.1000357200,8.2007053800,29169938,306962512.0000,2
2016-04-27,sz.000001,8.1929615600,8.2161930200,8.1464986400,8.1852177400,23955393,253308584.0000,2
2016-04-28,sz.000001,8.1929615600,8.3323503200,8.1619862800,8.2549121200,45746041,487261216.0000,2
2016-04-29,sz.000001,8.2394244800,8.2394244800,8.1697301000,8.1852177400,40497767,428582160.0000,2
2016-05-03,sz.000001,8.1929615600,8.3013750400,8.1464986400,8.2703997600,48910210,521137504.0000,2
2016-05-04,sz.000001,8.2703997600,8.3246065000,8.2549121200,8.3013750400,41243559,441848160.0000,2
2016-05-05,sz.000001,8.2781435800,8.3013750400,8.2471683000,8.3013750400,23951683,256002095.0000,2
2016-05-06,sz.000001,8.3091188600,8.3091188600,8.1464986400,8.1464986400,34654514,367408592.0000,2
2016-05-09,sz.000001,8.1310110000,8.1542424600,7.9916222400,8.0148537000,41117102,428356624.0000,2
2016-05-10,sz.000001,8.0071098800,8.0303413400,7.9529031400,7.9606469600,29259978,301767200.0000,2
2016-05-11,sz.000001,7.9761346000,8.0845480800,7.9761346000,8.0303413400,32728951,339005280.0000,2
2016-05-12,sz.000001,7.9838784200,8.0535728000,7.9374155000,8.0380851600,32588550,336792704.0000,2
2016-05-13,sz.000001,8.0148537000,8.0535728000,7.9993660600,8.0148537000,18426611,191007255.0000,2
2016-05-16,sz.000001,7.9916222400,8.0225975200,7.9374155000,8.0225975200,21522468,221931208.0000,2
2016-05-17,sz.000001,8.0225975200,8.0303413400,7.9296716800,7.9761346000,25042422,257859628.0000,2
2016-05-18,sz.000001,7.9683907800,7.9916222400,7.8754649400,7.9761346000,53415062,547076640.0000,2
2016-05-19,sz.000001,7.9529031400,7.9916222400,7.9374155000,7.9374155000,17077776,175591500.0000,2
2016-05-20,sz.000001,7.9296716800,7.9993660600,7.8909525800,7.9761346000,20670377,212277642.0000,2
2016-05-23,sz.000001,7.9993660600,8.0071098800,7.9374155000,7.9606469600,32364676,333300176.0000,2
2016-05-24,sz.000001,7.9529031400,7.9606469600,7.8909525800,7.9064402200,25929404,265042286.0000,2
2016-05-25,sz.000001,7.9374155000,7.9606469600,7.8909525800,7.9219278600,20423540,209019882.0000,2
2016-05-26,sz.000001,7.9141840400,7.9529031400,7.8754649400,7.9141840400,26139653,266736775.0000,2
2016-05-27,sz.000001,7.9141840400,7.9683907800,7.8909525800,7.9529031400,22281892,228377555.0000,2
2016-05-30,sz.000001,7.9374155000,7.9606469600,7.8986964000,7.9606469600,38094687,390119744.0000,2
2016-05-31,sz.000001,7.9451593200,8.1852177400,7.9451593200,8.1697301000,94646716,991668176.0000,2
2016-06-01,sz.000001,8.1387548200,8.1697301000,8.0845480800,8.1155233600,55675091,584161152.0000,2
2016-06-02,sz.000001,8.1077795400,8.1155233600,8.0690604400,8.1000357200,29303622,306269376.0000,2
2016-06-03,sz.000001,8.1077795400,8.1464986400,8.0613166200,8.1310110000,42338929,443039584.0000,2
2016-06-06,sz.000001,8.1387548200,8.1542424600,8.0922919000,8.1387548200,33833201,354998368.0000,2
2016-06-07,sz.000001,8.1464986400,8.1542424600,8.1155233600,8.1464986400,22928215,240887148.0000,2
2016-06-08,sz.000001,8.1619862800,8.1619862800,8.1000357200,8.1310110000,26818824,281651744.0000,2
2016-06-13,sz.000001,8.1000357200,8.1077795400,7.9993660600,7.9993660600,34481683,358996272.0000,2
2016-06-14,sz.000001,8.0071098800,8.0613166200,7.9916222400,8.0535728000,27363726,283578304.0000,2
2016-06-15,sz.000001,7.9993660600,8.1155233600,7.9916222400,8.0845480800,37817241,394033680.0000,2
2016-06-16,sz.000001,8.0845437800,8.1128444000,8.0468096200,8.0845437800,38667008,331192448.0000,2
2016-06-17,sz.000001,8.0845437800,8.1222779400,8.0562431600,8.0939773200,31517300,270236704.0000,2
2016-06-20,sz.000001,8.1034108600,8.1128444000,8.0751102400,8.1128444000,27073158,232205297.0000,2
2016-06-21,sz.000001,8.1222779400,8.1600121000,8.0939773200,8.1222779400,38074985,327940704.0000,2
2016-06-22,sz.000001,8.1128444000,8.2354804200,8.0939773200,8.2354804200,47800201,413947376.0000,2
2016-06-23,sz.000001,8.1788791800,8.2071798000,8.1411450200,8.1694456400,33561422,290490400.0000,2
2016-06-24,sz.000001,8.1505785600,8.2071798000,8.0373760800,8.0845437800,42766409,367771056.0000,2
2016-06-27,sz.000001,8.0845437800,8.1505785600,8.0562431600,8.1222779400,32521418,280044080.0000,2
2016-06-28,sz.000001,8.0939773200,8.1505785600,8.0751102400,8.1411450200,33651928,289122208.0000,2
2016-06-29,sz.000001,8.1411450200,8.1977462600,8.1317114800,8.1977462600,36961156,319908688.0000,2
2016-06-30,sz.000001,8.1977462600,8.2449139600,8.1694456400,8.2071798000,36220487,315051856.0000,2
2016-07-01,sz.000001,8.1977462600,8.2354804200,8.1883127200,8.2166133400,34893019,303652368.0000,2
2016-07-04,sz.000001,8.1977462600,8.3581164400,8.1788791800,8.3109487400,60825712,534656912.0000,2
2016-07-05,sz.000001,8.3015152000,8.3298158200,8.2732145800,8.3109487400,42203729,371422816.0000,2
2016-07-06,sz.000001,8.3015152000,8.3203822800,8.2637810400,8.2920816600,32295017,283827376.0000,2
2016-07-07,sz.000001,8.2920816600,8.3015152000,8.2449139600,8.2826481200,31285308,274337184.0000,2
2016-07-08,sz.000001,8.2920816600,8.2920816600,8.2354804200,8.2449139600,26134229,228778674.0000,2
2016-07-11,sz.000001,8.2543475000,8.2920816600,8.2449139600,8.2543475000,36537252,320333760.0000,2
2016-07-12,sz.000001,8.2543475000,8.3864170600,8.2449139600,8.3769835200,71183240,627505584.0000,2
2016-07-13,sz.000001,8.3769835200,8.5373537000,8.3581164400,8.4807524600,79828864,716797024.0000,2
2016-07-14,sz.000001,8.4618853800,8.4901860000,8.4052841400,8.4335847600,35969939,321889344.0000,2
2016-07-15,sz.000001,8.4430183000,8.4901860000,8.4052841400,8.4807524600,35203395,315555248.0000,2
2016-07-18,sz.000001,8.4807524600,8.5656543200,8.4618853800,8.5279201600,50693492,457358032.0000,2
2016-07-19,sz.000001,8.5279201600,8.5373537000,8.4430183000,8.4618853800,36278781,326046528.0000,2
2016-07-20,sz.000001,8.4524518400,8.4807524600,8.4430183000,8.4524518400,31092641,278737200.0000,2
2016-07-21,sz.000001,8.4430183000,8.4996195400,8.4430183000,8.4807524600,34026127,305710336.0000,2
2016-07-22,sz.000001,8.4807524600,8.4807524600,8.4147176800,8.4335847600,29554964,264379250.0000,2
2016-07-25,sz.000001,8.4241512200,8.4713189200,8.4052841400,8.4713189200,26468286,236937494.0000,2
2016-07-26,sz.000001,8.4618853800,8.6033884800,8.4618853800,8.5939549400,54655692,494506416.0000,2
2016-07-27,sz.000001,8.6033884800,8.6505561800,8.4052841400,8.4996195400,81867834,741263296.0000,2
2016-07-28,sz.000001,8.4713189200,8.5939549400,8.4618853800,8.5656543200,47991038,434490544.0000,2
2016-07-29,sz.000001,8.5656543200,8.7165909600,8.5184866200,8.6788568000,67142534,614972672.0000,2
2016-08-01,sz.000001,8.6599897200,8.8109263600,8.6505561800,8.7543251200,75932441,702466624.0000,2
2016-08-02,sz.000001,8.7165909600,8.7354580400,8.6505561800,8.7260245000,44916516,413484592.0000,2
2016-08-03,sz.000001,8.6882903400,8.6977238800,8.6316891000,8.6599897200,42462218,389817536.0000,2
2016-08-04,sz.000001,8.6505561800,8.6599897200,8.4241512200,8.4807524600,134446207,1210346976.0000,2
2016-08-05,sz.000001,8.4807524600,8.5562207800,8.4430183000,8.5279201600,72594819,654998096.0000,2
2016-08-08,sz.000001,8.5279201600,8.5939549400,8.4996195400,8.5939549400,39847930,361191040.0000,2
2016-08-09,sz.000001,8.5750878600,8.6316891000,8.5562207800,8.6316891000,41567631,378720688.0000,2
2016-08-10,sz.000001,8.6316891000,8.6599897200,8.6033884800,8.6222555600,43665545,399656992.0000,2
2016-08-11,sz.000001,8.6222555600,8.8203599000,8.6128220200,8.6977238800,93557601,866594864.0000,2
2016-08-12,sz.000001,8.6788568000,8.9901636200,8.6599897200,8.9618630000,137002155,1282336288.0000,2
2016-08-15,sz.000001,9.0090307000,9.2448692000,8.9712965400,9.1316667200,189755226,1835196864.0000,2
2016-08-16,sz.000001,9.1316667200,9.1316667200,8.9241288400,8.9807300800,109955862,1050479552.0000,2
2016-08-17,sz.000001,8.9807300800,9.0561984000,8.9429959200,9.0090307000,56072536,534926048.0000,2
2016-08-18,sz.000001,9.0184642400,9.0467648600,8.8958282200,8.9618630000,69150431,658183952.0000,2
2016-08-19,sz.000001,8.9524294600,8.9807300800,8.8958282200,8.9712965400,50533453,478779728.0000,2
2016-08-22,sz.000001,8.9618630000,8.9712965400,8.8297934400,8.8675276000,97943273,922426432.0000,2
2016-08-23,sz.000001,8.8486605200,8.9146953000,8.8392269800,8.8675276000,89065673,838185904.0000,2
2016-08-24,sz.000001,8.8769611400,8.8958282200,8.8486605200,8.8958282200,73228127,688971680.0000,2
2016-08-25,sz.000001,8.8863946800,8.9146953000,8.8109263600,8.9052617600,61738960,580648480.0000,2
2016-08-26,sz.000001,8.9146953000,8.9335623800,8.8675276000,8.9146953000,50223385,473688080.0000,2
2016-08-29,sz.000001,8.8769611400,8.9146953000,8.8486605200,8.8863946800,56523188,532295360.0000,2
2016-08-30,sz.000001,8.8863946800,8.9335623800,8.8769611400,8.9335623800,59508123,561854064.0000,2
2016-08-31,sz.000001,8.9241288400,8.9618630000,8.8958282200,8.9524294600,48974676,463875760.0000,2
2016-09-01,sz.000001,8.9524294600,8.9807300800,8.8863946800,8.9146953000,48013121,454848640.0000,2
2016-09-02,sz.000001,8.8958282200,8.9241288400,8.8863946800,8.9146953000,36879633,348054368.0000,2
2016-09-05,sz.000001,8.9241288400,8.9241288400,8.8675276000,8.8863946800,46993656,443204800.0000,2
2016-09-06,sz.000001,8.8863946800,8.8958282200,8.8297934400,8.8769611400,57473833,539813280.0000,2
2016-09-07,sz.000001,8.8769611400,8.8863946800,8.8392269800,8.8675276000,45937329,431984160.0000,2
2016-09-08,sz.000001,8.8580940600,8.8863946800,8.8486605200,8.8675276000,29521845,277503760.0000,2
2016-09-09,sz.000001,8.8675276000,8.8958282200,8.8297934400,8.8486605200,32743143,307527264.0000,2
2016-09-12,sz.000001,8.7637586600,8.7920592800,8.6128220200,8.6411226400,75658173,697759184.0000,2
2016-09-13,sz.000001,8.6599897200,8.6882903400,8.6222555600,8.6694232600,46093142,423113840.0000,2
2016-09-14,sz.000001,8.6505561800,8.6599897200,8.5373537000,8.5467872400,42148125,384081264.0000,2
2016-09-19,sz.000001,8.5373537000,8.6222555600,8.5373537000,8.6033884800,35434870,322575920.0000,2
2016-09-20,sz.000001,8.6033884800,8.6033884800,8.5279201600,8.5656543200,43667897,396359328.0000,2
2016-09-21,sz.000001,8.5656543200,8.5845214000,8.5184866200,8.5656543200,40566533,367767504.0000,2
2016-09-22,sz.000001,8.5845214000,8.6599897200,8.5750878600,8.6411226400,49461323,451909024.0000,2
2016-09-23,sz.000001,8.6411226400,8.6694232600,8.6222555600,8.6316891000,28879877,264699513.0000,2
2016-09-26,sz.000001,8.6128220200,8.6128220200,8.5279201600,8.5279201600,43948186,398771872.0000,2
2016-09-27,sz.000001,8.5279201600,8.5562207800,8.4996195400,8.5467872400,40132367,362769232.0000,2
2016-09-28,sz.000001,8.5467872400,8.5467872400,8.5184866200,8.5373537000,27136600,245499467.0000,2
2016-09-29,sz.000001,8.5373537000,8.5656543200,8.5373537000,8.5467872400,30366429,275239664.0000,2
2016-09-30,sz.000001,8.5467872400,8.5845214000,8.5373537000,8.5562207800,30808486,279526480.0000,2
2016-10-10,sz.000001,8.5845214000,8.6505561800,8.5656543200,8.6033884800,61138159,557122272.0000,2
2016-10-11,sz.000001,8.6128220200,8.6316891000,8.5939549400,8.6316891000,36337078,331886512.0000,2
2016-10-12,sz.000001,8.6222555600,8.6411226400,8.6033884800,8.6128220200,27031620,246995531.0000,2
2016-10-13,sz.000001,8.5656543200,8.5939549400,8.5373537000,8.5562207800,63236796,574142480.0000,2
2016-10-14,sz.000001,8.5467872400,8.5750878600,8.5279201600,8.5750878600,33541176,304218672.0000,2
2016-10-17,sz.000001,8.5656543200,8.5750878600,8.5184866200,8.5373537000,35922316,325582448.0000,2
2016-10-18,sz.000001,8.5184866200,8.5750878600,8.5184866200,8.5750878600,59373709,537784128.0000,2
2016-10-19,sz.000001,8.5750878600,8.5939549400,8.5373537000,8.5656543200,48263616,438299024.0000,2
2016-10-20,sz.000001,8.5656543200,8.5750878600,8.5373537000,8.5562207800,34284457,310966016.0000,2
2016-10-21,sz.000001,8.5656543200,8.6128220200,8.5467872400,8.6128220200,68389677,621549840.0000,2
2016-10-24,sz.000001,8.6128220200,8.7731922000,8.6033884800,8.7165909600,91567704,844746080.0000,2
2016-10-25,sz.000001,8.7260245000,8.7354580400,8.6599897200,8.6882903400,50075292,461542704.0000,2
2016-10-26,sz.000001,8.6977238800,8.6977238800,8.6128220200,8.6316891000,44045213,403750816.0000,2
2016-10-27,sz.000001,8.6411226400,8.6505561800,8.6033884800,8.6411226400,32414055,296216912.0000,2
2016-10-28,sz.000001,8.6411226400,8.7071574200,8.6222555600,8.6505561800,54199774,497615056.0000,2
2016-10-31,sz.000001,8.6316891000,8.6411226400,8.5750878600,8.6316891000,49359683,450148880.0000,2
2016-11-01,sz.000001,8.6222555600,8.6411226400,8.5939549400,8.6222555600,52541566,480117536.0000,2
2016-11-02,sz.000001,8.6222555600,8.6222555600,8.5373537000,8.5562207800,63358600,576083792.0000,2
2016-11-03,sz.000001,8.5467872400,8.6222555600,8.5373537000,8.6128220200,61687113,561464944.0000,2
2016-11-04,sz.000001,8.5939549400,8.6505561800,8.5845214000,8.5939549400,50811757,463831936.0000,2
2016-11-07,sz.000001,8.5845214000,8.6033884800,8.5562207800,8.6033884800,49724012,452447936.0000,2
2016-11-08,sz.000001,8.6033884800,8.6316891000,8.5845214000,8.6316891000,80669498,736747216.0000,2
2016-11-09,sz.000001,8.6222555600,8.6222555600,8.4996195400,8.5562207800,72261671,656061968.0000,2
2016-11-10,sz.000001,8.5845214000,8.6411226400,8.5845214000,8.6222555600,63199874,576898448.0000,2
2016-11-11,sz.000001,8.6222555600,8.6599897200,8.5939549400,8.6599897200,81226969,742969904.0000,2
2016-11-14,sz.000001,8.6411226400,8.7260245000,8.6411226400,8.6977238800,97507875,898058352.0000,2
2016-11-15,sz.000001,8.6788568000,8.7165909600,8.6599897200,8.7071574200,55434298,510596176.0000,2
2016-11-16,sz.000001,8.7071574200,8.7165909600,8.6788568000,8.7071574200,41584240,383425744.0000,2
2016-11-17,sz.000001,8.6977238800,8.6977238800,8.6599897200,8.6882903400,50532402,464611136.0000,2
2016-11-18,sz.000001,8.6882903400,8.6882903400,8.6411226400,8.6599897200,51759734,475289968.0000,2
2016-11-21,sz.000001,8.6599897200,8.7543251200,8.6505561800,8.7165909600,85024326,785475680.0000,2
2016-11-22,sz.000001,8.7165909600,8.8297934400,8.7071574200,8.8297934400,118025694,1097408720.0000,2
2016-11-23,sz.000001,8.8109263600,9.0184642400,8.8109263600,8.9146953000,175286943,1660465712.0000,2
2016-11-24,sz.000001,8.9052617600,8.9807300800,8.8863946800,8.9335623800,77974884,738580576.0000,2
2016-11-25,sz.000001,8.9429959200,9.0750654800,8.9241288400,9.0750654800,101367499,968127760.0000,2
2016-11-28,sz.000001,9.1411002600,9.2260021200,9.0561984000,9.0844990200,127968924,1240686240.0000,2
2016-11-29,sz.000001,9.0467648600,9.1505338000,9.0090307000,9.0750654800,88777923,854308656.0000,2
2016-11-30,sz.000001,9.1033661000,9.1694008800,8.9618630000,9.0090307000,102596305,985758448.0000,2
2016-12-01,sz.000001,9.0278977800,9.0844990200,9.0090307000,9.0561984000,64600437,619633744.0000,2
2016-12-02,sz.000001,9.0561984000,9.0561984000,8.9052617600,9.0090307000,82968650,790044448.0000,2
2016-12-05,sz.000001,8.9618630000,8.9995971600,8.8769611400,8.9241288400,76436570,723222048.0000,2
2016-12-06,sz.000001,8.9429959200,8.9807300800,8.9146953000,8.9524294600,60290276,571585184.0000,2
2016-12-07,sz.000001,8.9429959200,8.9524294600,8.8769611400,8.9429959200,49340476,466085504.0000,2
2016-12-08,sz.000001,8.9618630000,9.0090307000,8.8958282200,8.9807300800,67145216,638058512.0000,2
2016-12-09,sz.000001,8.9618630000,9.1977015000,8.9429959200,9.1033661000,151419915,1460778336.0000,2
2016-12-12,sz.000001,9.1033661000,9.2165685800,8.9052617600,8.9618630000,125687400,1206662624.0000,2
2016-12-13,sz.000001,8.9429959200,8.9618630000,8.8014928200,8.8863946800,64577157,607769968.0000,2
2016-12-14,sz.000001,8.8863946800,8.9712965400,8.8675276000,8.8675276000,59770574,564787520.0000,2
2016-12-15,sz.000001,8.8392269800,8.8769611400,8.6882903400,8.7260245000,82761287,767751840.0000,2
2016-12-16,sz.000001,8.7165909600,8.7637586600,8.6882903400,8.7260245000,39681397,366925344.0000,2
2016-12-19,sz.000001,8.6977238800,8.7071574200,8.6505561800,8.6788568000,49401064,453899744.0000,2
2016-12-20,sz.000001,8.6788568000,8.6788568000,8.5656543200,8.5939549400,63663837,580118160.0000,2
2016-12-21,sz.000001,8.6033884800,8.6411226400,8.5939549400,8.6411226400,36992065,338201440.0000,2
2016-12-22,sz.000001,8.6316891000,8.6411226400,8.5939549400,8.6222555600,34134124,311546864.0000,2
2016-12-23,sz.000001,8.6222555600,8.6222555600,8.5562207800,8.5656543200,38291216,348140448.0000,2
2016-12-26,sz.000001,8.5467872400,8.6128220200,8.5090530800,8.6033884800,30205896,273934288.0000,2
2016-12-27,sz.000001,8.6033884800,8.6128220200,8.5562207800,8.5656543200,26884124,244788273.0000,2
2016-12-28,sz.000001,8.5656543200,8.5939549400,8.5279201600,8.5467872400,33605509,304898608.0000,2
2016-12-29,sz.000001,8.5562207800,8.5750878600,8.5373537000,8.5656543200,33875853,307183504.0000,2
2016-12-30,sz.000001,8.5656543200,8.5845214000,8.5467872400,8.5845214000,30260736,274882704.0000,2
2017-01-03,sz.000001,8.5939549400,8.6599897200,8.5750878600,8.6411226400,45984049,420595184.0000,2
2017-01-04,sz.000001,8.6316891000,8.6599897200,8.6222555600,8.6411226400,44932953,411503440.0000,2
2017-01-05,sz.000001,8.6505561800,8.6599897200,8.6316891000,8.6505561800,34437291,315769696.0000,2
2017-01-06,sz.000001,8.6505561800,8.6505561800,8.5939549400,8.6128220200,35815420,327176432.0000,2
2017-01-09,sz.000001,8.6128220200,8.6505561800,8.5939549400,8.6316891000,36108157,329994608.0000,2
2017-01-10,sz.000001,8.6316891000,8.6411226400,8.6222555600,8.6316891000,24105395,220575131.0000,2
2017-01-11,sz.000001,8.6222555600,8.6505561800,8.6128220200,8.6222555600,30343089,277553200.0000,2
2017-01-12,sz.000001,8.6128220200,8.6505561800,8.6128220200,8.6316891000,42800677,391869408.0000,2
2017-01-13,sz.000001,8.6222555600,8.6694232600,8.6033884800,8.6411226400,43430137,397601904.0000,2
2017-01-16,sz.000001,8.6316891000,8.6411226400,8.5562207800,8.6222555600,68316586,623025824.0000,2
2017-01-17,sz.000001,8.6033884800,8.6411226400,8.5845214000,8.6316891000,54555237,498179696.0000,2
2017-01-18,sz.000001,8.6222555600,8.6694232600,8.6128220200,8.6505561800,57426939,526426592.0000,2
2017-01-19,sz.000001,8.6316891000,8.7165909600,8.6316891000,8.6599897200,43771286,402445632.0000,2
2017-01-20,sz.000001,8.6505561800,8.7071574200,8.6505561800,8.6977238800,39332857,361865152.0000,2
2017-01-23,sz.000001,8.6977238800,8.7354580400,8.6788568000,8.6977238800,42029931,388019072.0000,2
2017-01-24,sz.000001,8.7071574200,8.7543251200,8.6788568000,8.7448915800,47024408,434787728.0000,2
2017-01-25,sz.000001,8.7448915800,8.7543251200,8.7260245000,8.7354580400,30440196,281976288.0000,2
2017-01-26,sz.000001,8.7448915800,8.8109263600,8.7354580400,8.8014928200,42071258,391844288.0000,2
2017-02-03,sz.000001,8.8109263600,8.8297934400,8.7071574200,8.7354580400,31547224,292617936.0000,2
2017-02-06,sz.000001,8.7354580400,8.7920592800,8.7354580400,8.7826257400,51678611,480441328.0000,2
2017-02-07,sz.000001,8.7826257400,8.7920592800,8.7448915800,8.7731922000,39688497,368755280.0000,2
2017-02-08,sz.000001,8.7637586600,8.7731922000,8.7165909600,8.7731922000,36027242,333975408.0000,2
2017-02-09,sz.000001,8.7731922000,8.8014928200,8.7543251200,8.7826257400,34285513,319201024.0000,2
